src,dest,type
1234166,1288149,0
3360768,1149781,0
3360768,1150978,0
3360768,3360626,0
3360769,2930267,1
1039695,528213,0
1039695,1040200,0
1039695,1040189,0
1039695,1040185,0
1039693,835534,0
2920725,940454,0
2920725,1272176,0
1039698,835525,0
1234163,1288081,0
2989614,942052,0
2989614,942679,0
2989614,942791,1
2989614,2990319,1
2989614,2990415,1
2989618,2990498,0
1037059,1037163,0
1037054,1036831,0
942731,940988,0
942731,941878,0
942730,745772,0
942733,942214,0
942732,940813,1
942732,941474,0
942735,793558,0
942734,934565,0
942734,939742,0
942734,939706,0
942734,939909,0
942734,942119,0
942737,939973,0
942737,940508,0
942736,941063,0
942736,941801,0
942736,942523,0
942739,942052,0
942739,942046,0
942739,942236,0
942739,942072,0
942739,942466,0
942738,929620,0
942738,933688,0
942738,941084,0
3267408,918375,0
3267408,1027791,1
744639,744921,0
744639,744962,0
744639,745033,0
744639,745246,0
744639,745247,0
744632,744297,0
744632,744720,0
744632,744711,0
744632,744802,0
744632,745077,1
744632,745388,0
744632,745712,0
744635,744627,0
744636,745293,0
744636,745106,0
744636,745699,0
1228524,1228186,1
1228524,1228655,0
1228526,1228237,0
1228526,1228198,0
1228526,1228382,0
1228526,1228387,0
1228526,1228525,1
1228523,1228306,0
943066,939835,0
943066,940652,0
943066,941004,0
943066,940973,0
943066,941878,0
943066,942236,0
943066,942574,0
943066,942857,0
943067,941469,0
943067,942990,0
943064,793656,0
943064,939677,0
943064,942314,0
943064,942666,0
943064,1163392,0
943065,942562,0
943065,942522,0
943065,942726,0
943065,942647,0
943065,942638,0
943062,744581,1
943062,943041,0
943062,943030,0
943062,943118,1
943062,943096,1
943062,943104,1
943062,943023,0
943063,929772,0
943063,932527,0
943063,933285,0
943063,934813,0
943063,942829,1
943063,942812,0
3134274,1151501,0
3134274,3310068,0
2923011,918281,0
2923016,873346,0
2923016,942793,0
2923016,942999,0
2923017,1274025,1
3355639,3354175,0
3611071,958927,0
2859762,803247,0
2859760,876636,0
2859760,877230,0
2859766,877175,1
2859767,877176,0
2859764,877670,0
2859764,2859689,0
2859765,877556,0
2859765,877678,1
2859765,1035661,0
2859765,1035947,0
2859765,1036006,0
2859765,1272868,0
2859768,877100,0
2859768,877109,0
2859768,877536,0
2859768,877542,0
2859768,877702,0
2859768,877679,1
2859769,877449,0
794106,793254,0
935194,930407,0
935199,934786,0
1027678,1026049,0
1027678,1026253,0
1027678,1026978,0
931993,933474,0
931993,940107,0
1271767,872802,0
1271767,942542,0
1271767,942744,0
1271766,942742,1
1271760,873373,0
1271760,1042804,0
1271763,1287867,1
3391879,2875429,0
2863157,958870,0
3316504,3355099,0
3478160,3093060,0
3478160,3156874,0
3478162,1026842,0
3478162,1149928,0
3478162,2989962,0
3478162,2989616,0
3478162,3478140,1
3131482,1034795,0
3478168,940244,0
3478169,2990037,0
3478169,2990017,0
3478169,2990111,0
3131481,3130876,1
3131484,3131499,0
3131484,3131465,0
3449903,745715,1
3449900,932661,0
917835,1026638,0
3359768,872754,0
3359768,2920755,0
3359768,3067834,0
3359768,3249260,0
3359769,746277,0
3359769,746373,0
3359769,835026,0
3359769,873127,1
3359769,873351,1
3359769,918199,1
3359769,1266492,0
3359769,1272577,0
3359769,2967960,0
3359769,2968100,1
3359769,3067949,0
3155844,2997954,0
3155841,2986836,1
2920538,1149884,0
2920539,1271786,0
2920533,873002,1
2920534,1271623,0
2920534,1272296,0
2920534,1272609,0
2920537,872865,0
2920537,873116,0
2920537,939703,0
2920537,1271412,0
2920537,1271435,0
2920537,1271751,0
2920537,1272212,0
2920537,1272214,0
1029282,1029897,0
1042209,1026890,0
1042209,1039889,0
1042209,1040578,0
876995,876858,0
876995,877012,0
876996,794881,0
876990,876995,1
876999,876604,1
3247458,3131156,1
3247459,3130903,0
3247459,3131436,0
3247459,3131290,0
3247459,3131418,0
3247459,3131349,0
3247459,3131186,0
3247459,3131372,0
3247459,3131434,0
3247459,3130907,0
3247459,3130771,0
3247459,3131352,0
3247459,3130911,1
3247459,3247439,0
3247459,3247455,1
3247459,3247448,0
3247459,3247452,1
3247459,3247451,1
3247459,3247434,0
3247459,3247440,0
3247459,3356309,0
3247459,3356342,0
2989745,1034168,0
849141,850785,0
849143,849138,1
849143,851604,0
849143,852593,1
746240,835217,0
746240,835026,0
848236,851818,0
848239,847595,1
1040081,1150013,1
1181797,3354324,0
1181794,2879037,1
1181794,3355782,0
1181795,3355491,0
1181792,1182014,0
1181793,2879132,0
1181793,2878819,0
1181793,2879241,1
1181793,2879940,0
1181790,2878842,1
1181790,2879119,0
1181790,2879769,0
1181790,3247172,0
3349849,1276148,1
1181798,2878944,0
1181798,2878977,0
1181798,2878983,0
1181798,2878867,0
1181798,2879607,1
1181798,2879622,1
1181798,2879875,0
1181798,2879642,0
1181798,3247114,0
1181798,3354452,0
1181798,3355694,0
1181799,2879347,0
1181799,3354593,0
3349841,931879,0
1229681,1150084,0
1229689,1042680,0
1229689,1042701,0
3149834,803082,0
1150548,3249835,0
1150547,1026911,0
1150547,1150560,0
2989748,2988881,1
801570,793494,0
801570,793586,0
801570,795336,0
801570,801568,1
801570,802017,0
801572,795336,0
801572,801568,1
801574,801570,1
801574,801568,1
801574,802018,0
801574,934427,0
801579,801568,0
801578,801798,0
800629,795880,0
800626,800632,1
800624,793586,0
800620,799926,0
800620,800214,0
800620,800359,0
800620,800234,0
800620,800614,0
800620,800622,1
800620,800981,0
800620,801296,0
800620,801290,0
800620,801843,0
800620,801784,0
800620,801833,0
800620,802046,0
1276088,932801,0
1158711,876698,1
1158717,1158272,1
1158718,1035018,0
1158719,1158608,1
1151638,1150487,1
1151638,1150650,1
1151638,1150840,1
1151639,1150121,1
1151639,1150317,0
1151634,940013,0
1151635,3355809,1
1151636,1151204,1
1151630,1228170,0
1151630,1228686,0
1151630,3310177,0
1151631,1150800,0
1151631,1151005,1
940245,939938,0
940245,942222,1
940245,3354586,1
940245,3355146,0
940245,3354794,1
940245,3355787,0
940245,3356035,1
940243,2998270,0
2861555,1027675,1
2861552,1026437,1
2861552,1026976,0
2861552,1027695,1
2861552,2990076,0
2861553,745692,0
2861553,916983,0
2861553,1026435,0
2861553,1027437,0
2861550,917879,0
2861550,918019,0
2861550,918118,0
2861550,1158178,0
760040,834792,0
760042,744805,0
760042,745499,0
760047,744668,0
760047,744662,0
760047,744782,0
760047,745301,0
760047,3348869,0
760047,3348860,0
760047,3348800,1
760047,3348735,0
760047,3348798,1
760047,3348767,1
760047,3348848,0
760047,3348841,0
793352,793718,0
793351,793197,0
793351,793499,0
793350,793718,0
795986,795601,0
1056528,930032,1
3647424,1272485,0
3647424,3067715,0
2862355,940320,0
2862355,942987,0
2862355,943037,0
2862355,943034,0
2862355,1163266,0
2862355,1276486,0
2862357,943041,0
2862357,943062,0
2862357,943096,0
2862357,943104,0
2862357,943023,1
800717,800309,0
800715,795135,0
3610995,1182068,0
3610995,2879875,0
3610995,3087415,0
3610995,3247238,0
3610994,2878788,1
3610994,3355829,0
3610997,1181026,0
3610997,1180874,0
3610997,1231228,0
3610997,1231249,0
3610997,2880044,0
3610997,3130575,1
3610997,3355320,1
3610991,1181084,0
3610991,1231211,0
3610991,2878638,1
3610991,3087568,0
3610993,2878558,1
3610993,3130585,1
3610993,3247373,1
3610992,1181726,0
3610992,2878601,0
3610992,3130549,0
2989792,932346,0
2989792,934872,0
1272325,872749,0
1272325,872744,0
1272325,872922,0
1272325,873159,0
1272327,872924,1
958886,958431,1
796404,1026510,0
796404,1027048,0
917906,1026339,1
917906,1026976,0
917907,1042369,0
796400,793251,0
796401,793828,0
796401,795285,0
796401,795971,1
796403,793251,0
1228489,1228211,1
1228489,1228360,1
3246878,746052,0
3246878,1050562,0
3246877,1227236,0
3246877,2868058,0
1042779,942780,1
1042773,834956,0
1042776,939792,0
1042774,835139,0
801450,1036530,0
803421,802647,0
785322,786103,1
3395323,942830,0
3395323,1041398,0
3395323,1042320,0
3395323,1042704,0
3395323,1280295,0
1288224,1346254,0
1288224,1346258,0
1288224,1346292,0
1288224,1346259,0
1288224,1346276,0
1288224,1346262,0
935010,931078,1
935016,929636,0
935015,933964,0
2859046,793558,0
2859049,1042833,0
3247096,1181035,0
3247096,1180823,0
3247096,1180918,1
3247096,1181397,1
3247096,1181699,1
3247096,2934851,1
872459,931857,0
872455,1026063,0
872456,2997688,0
872456,2997758,0
872453,744747,0
872453,872173,0
872453,1056776,0
931819,931313,0
931819,940308,0
931819,1034901,0
3247093,3354752,1
759979,1026510,0
873329,939967,0
873329,1042323,0
873326,1027222,0
873323,744749,0
1035826,1034262,0
1035826,1035784,0
1151378,1149988,0
1151378,1228250,0
2989963,940776,0
2989963,941239,0
2989963,2990201,1
2989965,958922,1
2989965,959032,0
2989965,959045,0
3367431,835227,0
3367431,2862291,0
3367431,3067819,1
3367431,3071363,0
932569,744733,0
2859481,872810,0
2859481,1271710,0
2859481,2998019,0
803407,802869,1
3267482,1343912,0
1182173,2879708,0
1182173,2879694,0
1182173,2879533,0
1182173,3354695,0
1182173,3356020,0
1182176,1182065,1
1182176,2878875,1
1182176,2879722,1
1182176,3354732,0
1182175,3355470,0
1182174,3247177,1
1182174,3354224,0
1182179,2879619,0
1182178,3355245,0
3266142,942679,0
3266142,942791,0
3266142,1276586,0
3266142,2990308,0
3266142,2989490,0
3266142,2990077,0
3266142,2989669,0
3266142,2989985,0
3266142,2990415,0
3266142,3092928,0
3266140,958718,0
3266140,958997,0
3266140,2989230,0
3266140,2991101,0
3266147,2989110,0
3266147,2989888,0
3266147,2991127,0
3266147,3093066,0
3266146,2988843,0
3266144,2989717,1
3266148,916287,0
3266148,2990598,1
2852015,794371,0
2852014,793249,0
1181619,2878834,0
2852011,793249,0
2852011,801102,0
1181612,2879443,0
1181610,2878885,1
1181610,2879428,0
1181616,2878935,0
1181615,2879022,1
1038772,939983,1
3365870,876648,0
3365870,876604,0
3365870,877210,0
3365870,877252,0
3365870,877578,0
3365870,877617,0
3365870,2859064,1
3365870,2921053,0
3365870,2921058,0
1027949,918019,1
1027949,1027661,1
1027940,1026969,0
1027940,1027417,0
1027940,1027438,0
1027940,1027705,0
1027940,1027771,0
1027942,1027222,0
1027944,877454,0
1027944,1026338,0
1027944,1026503,0
1027946,745655,1
1027946,1027710,1
3103510,1288099,0
3103510,1288250,0
3103510,2997728,0
3103510,2998075,0
3103510,2998469,0
3103510,2998101,0
3103510,2998229,0
3103510,2998215,0
3103510,2998086,0
3451152,1181845,0
3451152,2879666,0
3451152,3247176,0
3451152,3354452,0
3451152,3355050,0
2879449,3354678,0
2879449,3356050,0
2879449,3355491,0
3451153,1181567,1
2879448,2879963,0
2879448,3247243,0
2879448,3354999,0
959048,958361,0
959048,958688,0
959048,958770,0
959048,958681,0
959048,958683,0
959048,958797,0
3149817,2851602,1
959042,958371,1
800986,800772,1
2879447,3354642,0
2879447,3354892,0
800989,795535,0
1036528,1036674,0
1036528,1037162,0
1036529,794356,1
933444,851818,0
802168,931831,0
2862522,744820,0
2862522,746197,0
2862522,1276681,0
2862522,1287881,0
2862523,942830,0
2862523,1042343,0
2862523,2862380,0
2862520,942542,0
2862520,942703,0
2862520,943022,0
2862520,942986,0
2862520,1276575,0
2862521,940963,0
2862521,942180,0
2862521,942995,0
2862526,941198,0
2862526,942777,0
2862526,942753,1
2862526,942655,0
2862526,942715,0
2862526,942600,0
2862526,942773,0
2862526,942554,0
2862526,943020,0
2862526,942627,0
2862526,942964,0
2862526,943008,0
2862526,943186,1
2862526,1276404,0
2862526,1276451,0
2862527,942790,0
2862527,942901,0
2862527,942957,0
2862527,1276627,0
2862527,1276558,0
2862527,1284180,1
2862524,1276455,1
2862524,1276560,1
2862524,2862475,1
2862525,942481,0
2862525,942955,0
2862525,1027510,0
2862525,1276420,1
2862528,943008,0
2862528,943192,0
3149881,793718,0
1158690,939972,0
3087543,1181480,1
3087543,3247142,0
3077114,917995,0
3077114,918330,0
3077114,1026896,0
3077114,1273909,0
3077115,1040160,0
3077115,1042949,0
3077116,918022,0
3077116,1026309,0
3077116,1026510,0
3077116,1026511,0
3077116,1026725,0
3077116,1027316,0
3077116,2989875,0
3077110,745263,0
3077110,1026255,0
3077110,1026631,0
3077110,1026593,0
3077110,1026718,0
3077110,1026591,0
3077110,1026424,0
3077110,1026956,0
3077110,1027265,0
3077112,2866915,1
958922,958896,1
3077113,745263,0
958921,3249838,0
958920,958354,0
958920,958552,0
958920,958683,0
3253099,1276528,0
3253099,1276600,0
3253099,2862468,0
3253099,2972352,0
3253099,2972387,0
3253099,3139096,0
958925,958904,1
3253098,932411,0
3253098,933603,0
3253098,940946,0
3253098,941084,1
3253098,942831,0
3253098,2862259,0
3360733,1150790,0
3360733,1151036,0
3360733,2872779,0
3360733,2930203,0
918125,1026425,0
918125,1026510,0
918125,1026891,0
918125,1027177,0
918124,1026431,0
918122,1042345,0
918121,1181518,0
800416,794012,1
800416,800569,0
2997638,2998007,0
2997638,2997830,0
3612564,872860,0
3612564,918099,0
3612564,942975,0
3612564,1272824,0
3612564,2859137,0
3612564,2859623,0
3612564,2920440,0
3612564,2923053,0
3612564,3067831,0
3612564,3068386,0
3612564,3249244,0
3612564,3309934,0
3612564,3359859,0
3612564,3360298,0
3612564,3392504,1
2879496,3355903,0
2879497,2879624,0
2879497,3354657,1
2879494,3355368,1
2879494,3355738,0
2875495,1042247,0
2875495,1150746,0
3621464,2990851,1
934619,930826,0
3156839,2989444,0
933968,929619,0
3612565,872936,0
3612565,3360031,0
3360304,1272558,0
3360305,877249,0
3360305,877237,0
3360305,877202,0
3360305,877587,0
3360305,1034714,0
3360305,1271382,1
3360305,2859476,0
3360305,2859365,0
3360305,2921094,0
3360306,2859504,0
3360307,835661,0
3360307,835572,0
3360307,2859052,0
3360307,3249302,1
3360307,3360085,1
3360300,760200,0
3360300,872860,0
3360301,872794,1
3360301,1271693,1
3360308,872918,1
3360308,1272104,1
3360309,1035391,0
3360309,1272095,0
3360309,1272369,0
3360309,2859503,1
3360309,2859360,0
3360309,2859381,0
3480041,745927,0
2872778,917558,0
2872778,1151655,0
2872779,1150414,0
2872773,1150427,0
2872773,1150468,0
2872773,1151616,0
2921011,872304,0
2921011,872360,0
2921011,872947,0
2921011,872867,0
2921011,873012,0
2921011,918021,0
2921011,940383,0
2921011,1271577,0
2921011,1271826,0
2921011,1272002,0
2921011,1272119,0
2921011,1272077,0
2921011,1272065,0
2921011,1272839,0
3362015,744815,1
3360602,2930257,0
3360602,2979923,0
3083933,1150641,0
3083933,1151656,0
3348770,1163392,0
3348770,1271983,0
3348770,1272172,0
3348770,1272394,0
3348770,1272769,0
3348770,2968027,0
3348770,3061492,0
3348770,3067777,0
3348770,3068041,0
3348770,3068178,0
3348770,3103102,0
3348770,3127919,0
1158860,1272450,0
2989237,2990974,0
2989233,2990687,1
2989230,958718,0
2989230,2990632,0
2989230,2990556,0
3247206,3354902,0
3247206,3355839,0
2968088,745263,0
2968088,872455,0
2968088,1042288,0
2968088,1042240,0
2968088,1271896,0
2968088,1272658,0
2968088,1287684,0
2968088,3103901,1
2968088,3103932,0
1042639,1149972,1
1042635,834777,0
1042633,834824,0
2926546,876627,1
2926546,1036493,1
2926546,1036581,0
2926541,794387,0
3067898,1271678,0
3392611,2989360,0
3392610,1027480,0
1041798,1040503,0
3267568,918375,0
3267568,2922986,0
3267569,1151676,0
3267569,1271346,0
3267563,2862434,0
3267563,2975567,0
3267560,835571,0
3267560,1273991,0
3267560,1274016,0
3267560,2862434,0
3267566,1226977,0
3267566,1273897,0
3267566,1280286,0
3267566,2861481,0
3267566,3070635,1
3267564,918233,0
3267564,1026802,0
3267564,1273891,0
3267564,1280018,0
3267564,2861543,1
3267564,2923106,0
3267564,2923145,0
3267564,2990347,0
3267564,2990603,0
3482178,2926588,0
3482179,785019,0
3482179,784910,0
3482179,785129,0
3482179,786364,0
3482179,939995,0
3482179,1038445,0
3482179,1280357,0
3482179,1280301,1
3482179,3077929,0
3482176,1039960,0
3482176,1042620,1
3482176,3161530,0
3482177,1042704,0
3482174,834864,0
3482174,1280357,0
3482174,2975478,0
3482172,872852,0
3482172,1042049,0
3482172,1042971,0
3482172,1042903,0
3482172,1280297,0
3482173,744488,0
3482173,3078040,0
3482170,2867607,0
3482170,3161482,1
3482170,3320179,1
3482171,835355,0
3482171,1027388,0
3482171,1042734,1
3482171,2867468,1
3482171,3077991,0
3482171,3077934,1
3103586,3103710,0
3103585,2998252,0
3103585,2998286,0
2988919,2988797,0
2988911,1026520,0
1026564,1027520,0
872791,941505,0
872791,941836,1
872791,1026840,0
3348813,745301,0
3161485,1026878,0
3161485,1040342,0
3161485,1280275,1
3161485,2867644,1
1036409,793718,0
801107,801096,0
801107,801985,0
1027211,1026673,0
3363505,1037417,0
917838,1150655,0
917839,930131,0
917839,1027225,0
3071172,943104,0
3359968,873249,0
3359968,1272072,0
3359968,1272681,0
3359968,1272656,0
3359968,1272729,0
3359968,2859145,0
3359968,2920511,0
3359968,2920561,0
3359968,2920454,0
3359968,2920807,0
3359968,2920934,0
3359968,2968174,0
800276,801930,0
1336948,745643,0
1336948,871458,0
1336948,1336910,0
917830,744477,0
917830,1025980,0
917830,1027090,0
932244,931824,0
847709,851768,0
847709,851714,0
847705,854618,1
2879306,1025921,0
2879306,2879359,0
2879306,2879642,0
2879306,2879653,0
2879306,3355270,0
2879306,3355701,0
2879304,2879768,0
2879305,2879464,1
2879302,2879014,1
2879302,2878849,1
2879302,3354306,0
2879303,2878996,0
2879303,2879524,1
2879303,2879477,0
2879303,3247375,0
2879303,3354397,0
2879303,3354999,0
1026978,1026907,0
1026976,1026437,0
1026975,1026977,1
1026971,1027454,0
1036021,934367,0
1034053,1034701,0
1034056,1034422,0
1288174,1288248,0
1288177,1288284,1
2923099,835247,0
2923099,1042320,1
2923099,2867446,0
3134262,1150498,0
3360370,793558,0
3360370,873168,0
1036027,930423,0
1036027,933445,0
1036027,933894,0
1036027,1034446,1
2928901,1228267,0
2928900,1143255,1
2928900,1343887,1
2928903,1228514,0
2928904,1228117,1
2928904,1228464,0
2928904,1343885,0
2928907,1142885,1
2928907,1143105,0
2928907,1228689,0
2928906,1142879,0
2928906,1143277,0
2928906,1228301,0
2928906,1282842,0
2928908,1151212,0
2928908,1228290,0
1042283,793249,0
2859274,1050201,0
2859275,759626,1
2859275,942674,0
2859275,1027592,0
2859276,941504,0
2859276,1025977,0
2859276,1040649,0
2859279,744630,0
3451410,3131532,1
3451410,3130864,1
3451410,3356500,0
3451413,835185,0
3451413,3131533,0
3068460,2859042,0
3068461,745263,0
3068461,760271,0
3068461,872591,0
3068461,873108,0
3068461,873349,0
3068461,934156,0
3068461,1042333,0
3068462,872360,0
3068462,873131,0
3068462,873316,0
3068462,1042552,0
3068462,1271899,0
3068462,1272077,0
3068462,2859382,0
3068462,2859506,0
3068463,1272481,1
3068464,872953,0
3068464,873164,0
3068464,873373,0
3068464,1272211,0
3068464,2859040,0
3068465,745906,0
3068465,872918,1
3068466,872983,0
3068466,1271837,0
3068466,1272339,0
3068466,1272256,0
3068466,1272548,0
3068466,1272610,0
3068466,2859353,1
3068467,872708,0
3068468,872188,0
3451418,3130864,0
3451418,3130824,0
3451233,1181572,0
3451233,1181916,0
3451233,1181601,0
3451233,2879908,0
2859494,745960,0
2859494,746183,0
2859494,872373,0
2859494,872795,0
2859494,873309,1
2859494,1040887,0
2859494,1271426,1
2859494,1271413,0
2859494,1271464,0
2859494,1271994,0
2859494,1273928,0
2859494,2859126,0
2859495,872933,1
2859496,873021,0
2859496,1271423,0
2859496,1272458,0
2859496,1272679,0
2859496,1272166,0
2859491,1271397,0
2859491,1271570,0
2859491,1272051,1
2859492,872707,0
2859492,1151515,0
2859492,1163646,0
2859492,1271626,0
2859498,872794,0
2859498,1025921,0
2859498,1027184,0
2859498,1271489,0
2859498,1272099,0
2859498,1272267,0
2875519,1034853,0
2875519,2875504,0
2875518,1164067,1
2875517,1163385,1
2875517,1163626,1
2875517,1163987,1
2875517,1164003,1
2875517,1163899,1
2875516,1163337,0
2875516,1163969,0
2875512,1026558,0
2875511,760245,0
2875511,2875524,1
2875510,794984,0
940628,941555,1
3654393,2989796,0
3654393,3093186,0
2847315,744469,0
2847315,744822,0
2847315,744826,1
2847315,744760,0
2847315,744820,0
2847315,744828,1
2847315,745271,0
2847315,745543,0
2847315,746215,0
2847315,746187,1
2847315,746191,1
3654391,2989719,1
917791,1027102,0
917792,1026025,0
917792,1026593,0
917792,1026591,0
917792,1026533,0
917792,1027198,0
917792,1027489,0
917795,941074,0
3089915,1234277,0
3089915,1287752,0
3089915,1287878,0
3089915,1287797,0
3089915,1346373,0
3089915,2986714,0
3089915,2986785,0
3089915,2986729,0
3089914,785917,1
3089914,1234174,0
3089914,1234178,0
3089914,1346419,0
3089914,2986677,0
934792,848903,1
934793,851455,0
2847345,745317,0
2847345,1150735,0
2847344,744669,0
2847344,745354,0
2847344,746281,0
934798,848968,0
934798,933172,1
934798,933460,0
872809,745073,0
872801,941307,0
872800,3360618,0
872807,1026558,0
872806,1027437,0
2986804,1234233,0
2986804,1234246,0
2986805,1234233,0
2986805,1234299,0
2986805,1287986,0
2986805,1346344,0
2986806,1234215,0
2986806,1287891,0
2986806,1288035,0
2986806,1287999,0
2986806,1346359,0
2986806,1346323,0
2986806,1346345,0
2986806,1346420,0
2986806,1346346,0
2986806,2998052,0
2986806,2998460,0
2986806,2998252,0
2986806,2998388,0
2986806,3103785,0
2867574,1039253,0
2867574,1042439,1
2867574,1042377,0
2867575,834735,0
2867575,834747,0
2867575,835013,0
2867572,917526,0
2867571,835467,0
2867571,835233,0
2867571,835572,0
2867571,942075,0
2975576,942611,0
2975576,1050474,0
1041461,1149924,0
3451208,1180768,0
3451208,1181967,0
3451208,1181980,0
3451208,1181986,0
3451208,2878580,0
3451208,2879098,0
3451208,2934835,0
2975570,1050525,1
2975571,745520,0
2975571,1041565,0
744379,744385,0
744379,744799,0
744379,745215,0
744373,744492,0
744373,744720,0
744373,745184,1
744373,745972,1
744767,744763,1
744767,744765,1
744767,744901,0
744767,745703,0
744767,746066,0
744765,744252,0
744765,744597,0
744765,744538,0
744765,744763,1
744765,744901,0
744765,745210,0
744765,745272,0
744765,745763,0
744765,745726,0
744765,745866,0
744765,745895,0
744765,746066,0
1035455,1034611,0
1035455,1035470,1
3451203,1181137,0
3103668,2998252,0
3103668,2998206,0
3103668,2997705,0
3103668,2998320,0
3451204,1180837,0
3451207,1180890,0
3451207,1181416,1
3451207,1181951,0
3451207,1181542,0
2874679,917919,1
2874679,2990862,0
2874679,3247106,0
2874671,1158294,0
2997962,2997714,0
931685,933023,0
1272565,794276,0
1272565,2997705,0
3087424,1180910,0
3087424,2878559,0
2998057,2997772,0
2998057,2997721,0
3610967,1182192,0
3610967,1182090,1
3610967,2878983,1
3610967,3130509,1
3610967,3355694,0
3247186,3355286,0
3247186,3355694,0
3356369,1284049,0
3386788,3103086,0
3386788,3103780,0
3386788,3103165,0
3386788,3155793,0
2998195,2998311,0
2998195,2998266,0
930152,930352,1
930152,931138,1
930152,931545,0
930152,934083,0
2998194,2998300,0
2998194,2998324,0
2998194,2997760,0
2998194,2997761,0
2998197,2997766,0
2998197,2998242,0
2998197,2998400,0
2998197,2998528,0
2998197,2998329,0
2998197,2997788,0
2998197,2998246,0
2998197,2998572,0
1029979,1036973,0
1027538,1026254,0
803006,793251,0
803004,793941,0
803003,793249,0
915249,916744,1
3060687,745094,0
3060687,746295,0
3623009,835128,0
3623009,2867530,1
3623004,1041037,0
3623004,1042479,0
3623004,1280313,0
3623004,3077971,0
3623004,3078041,1
3623007,1280370,0
3623007,2867545,0
3623007,2923031,0
3623007,2975457,0
3623007,3269035,1
3623007,3482114,1
3623000,1040755,0
3623000,2867560,0
3623000,3267440,0
3623003,1040538,1
3623003,1280376,1
3623003,3077976,1
3623002,942582,0
3623002,1042363,0
3623002,1042882,0
3623002,2867616,0
3623002,2975474,0
3623002,3161535,0
835056,835045,1
835051,834755,0
835050,1041278,0
939898,744334,0
939898,744991,0
3067842,745160,0
3067842,793396,0
3067842,795948,0
3067842,796084,0
3067842,2859195,1
2859139,942694,0
2859138,872997,0
2859138,1272099,0
2859138,1272629,0
801484,801927,0
3067845,873023,0
3067845,1271659,1
3067845,1272408,0
3477978,2986724,1
3477978,3089927,1
3477978,3093028,0
3477978,3103005,0
3477978,3104043,0
3477978,3103628,0
3477978,3129856,1
3477978,3129814,1
3477978,3156609,0
3477978,3156742,0
3477978,3156748,0
3477978,3266166,0
3477976,942791,0
3477976,2989087,0
3477976,2990308,0
3477976,2989802,0
3477976,2990415,0
3477977,2989067,0
3477977,2989408,0
3477977,2989613,0
3477977,2989360,0
3477977,3092988,0
3477977,3093038,0
3477977,3266240,0
3477974,2990067,0
3067844,873207,0
3067844,939788,0
3067844,1271899,0
3067844,1272339,0
3067844,1272677,0
3067844,1272721,0
3067844,2859460,0
3477972,2989938,0
3477972,3156559,0
3477972,3156610,0
3477973,3093015,0
3477973,3156709,0
3477973,3266197,0
3477971,2920388,0
3477971,2931759,0
3477971,3093006,0
3477971,3093046,0
3477971,3370750,0
3092946,2989621,1
3092946,2990102,1
3092946,2990604,0
3092947,2989351,1
3092947,2990129,1
3092947,2989347,1
3092947,2989493,1
3092947,2989682,1
3092947,2990453,1
3092944,2989893,0
3092944,2989771,0
2859130,1288227,0
2859130,3103720,0
3092942,942995,0
3092942,943157,0
2859135,1272612,1
2862117,934763,0
2862113,933207,0
796585,796200,1
796584,793718,0
796584,794634,0
796584,796121,1
2990752,3354173,0
2990758,1026762,0
2990758,1026894,0
2990758,1027510,0
3249342,872112,1
3249342,872264,0
3249342,1271797,0
3249342,1272260,0
3249342,1272615,1
3249342,2920641,0
3249343,872439,0
3249343,872544,1
3249343,872773,1
3249343,1026255,0
2998151,2997784,0
2998151,2997739,0
3249340,1163887,0
3249340,2919005,0
1029567,1036408,0
1029567,1036720,0
1029562,1029741,0
1029562,1036359,0
3450269,1288018,0
3450269,2986837,0
3450269,2986815,0
3450269,2986739,0
3450269,3089926,0
3450269,3103826,0
3450269,3103273,0
3450269,3246694,0
3450269,3352665,0
2878778,1027048,0
2878779,1180771,0
2878779,3355131,0
2878774,1231181,1
2878775,1181680,1
2878776,1180775,1
2878776,2878612,1
2878776,3355452,0
2878777,1181155,0
2878772,1150949,0
2878772,1181065,0
2878773,1180870,0
3621081,1287911,0
1150242,1149720,0
1150240,1151265,1
1150246,1026051,0
1150246,1026325,0
1150246,1026511,0
1150247,1150417,1
3249344,941098,0
933537,932968,0
759720,1041738,0
759721,760137,0
759721,1026310,0
759722,759722,1
759728,1026510,0
759728,1026869,0
793685,794178,0
793687,932894,0
3348757,745643,0
2989254,2990471,1
2989255,2990200,1
2989255,2990447,0
796332,793249,0
796332,1037409,0
796333,793718,0
796336,793563,0
796337,793249,0
796334,793249,0
2915887,2915896,0
2915887,2915898,0
2915887,2915897,0
2915887,2915888,0
2915887,2915895,0
2915887,2915899,0
2915887,2915894,0
2984021,1231167,0
929630,934400,0
796636,795101,0
1050414,940721,0
796633,793249,0
796633,794489,0
796633,796381,1
2968205,1272012,0
3103337,3103312,0
3103337,3103317,0
3103337,3103377,1
3103337,3103354,0
2968201,872867,0
2968201,1272427,0
2968208,872714,1
2968208,1272586,1
3155839,1287694,0
3155839,1288062,0
1273938,917917,0
1273938,1026048,0
1273938,1027508,0
1273938,1158229,1
1273939,1035225,1
802501,793839,0
802501,794287,0
802501,794551,0
1273933,1026049,1
1273933,1026105,0
1273933,1027578,1
1273931,1026178,0
1273931,1026510,0
1273931,1027416,0
1273931,3310212,0
1273937,917814,1
1273934,760212,1
1273934,1026437,1
1273934,1027427,1
